ticker,event_id,ex_date,payment_date,value_per_share,source
ABEV3,B3-RI:b5736353c77e46987f9bf9a88b703c79,2016-02-01,2016-02-29,0.13,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A19:G19
ABEV3,B3-RI:fc2aed841f2c4d0e83723b21a7489f2c,2016-07-12,2016-07-29,0.13,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A20:G20
ABEV3,B3-RI:65a876c82eabfe25a4268ef81c2272c9,2016-11-01,2016-11-25,0.16,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A21:G21
ABEV3,B3-RI:f6407d55dee441f458af7e44b085f1c9,2016-12-22,2016-12-29,0.22,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A22:G22
ABEV3,B3-RI:53c0a141751694dda9c380949d58b894,2017-01-24,2017-02-23,0.07,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A23:G23
ABEV3,B3-RI:3d49fa7745773c261f3a3f94159b107c,2017-06-26,2017-07-17,0.16,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A24:G24
ABEV3,B3-RI:912d1cc284166aaa2e4aa39bddf28b22,2017-12-19,2017-12-28,0.31,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A25:G25
ABEV3,B3-RI:26af871f6669b37142a181769ca5a6e0,2018-02-01,2018-02-22,0.07,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A26:G26
ABEV3,B3-RI:6ae8ba3790f369ef06ecea18120c345d,2018-06-18,2018-07-30,0.16,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A27:G27
ABEV3,B3-RI:8b4e5ef3ecaf11142040c3d5769a2cae,2018-12-19,2018-12-28,0.32,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A28:G28
ABEV3,B3-RI:2ba0dbf03bb734bc889db5ae819604e8,2019-12-20,2019-12-30,0.4906,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A29:G29
ABEV3,B3-RI:87308ecec8148771fbb2626d012189e1,2020-12-18,2020-12-30,0.4137,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A30:G30
ABEV3,B3-RI:599fc34c68e999f4700a3dc58e4aef5e,2021-01-14,2021-01-28,0.0767,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A31:G31
ABEV3,B3-RI:fd80ea994ef7fc9b4e4bbedd11135d2f,2021-12-20,2021-12-30,0.1334,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A32:G32
ABEV3,B3-RI:14fb17a1f278809358c602a330094f4a,2021-12-20,2021-12-30,0.4702,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A33:G33
ABEV3,B3-RI:72f4fb104adf399d5dc145e042572ac1,2022-12-20,2022-12-29,0.7623,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A34:G34
ABEV3,B3-RI:517da0ceef30ab95097879355a78f6ed,2023-12-20,2023-12-28,0.7302,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A35:G35
ABEV3,B3-RI:5dd84e7a898a9620c2ab8f938ae7b1d1,2024-12-20,2024-12-30,0.2448,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A36:G36
ABEV3,B3-RI:9631dcdb3808b549b2a1c87b3667f82d,2024-12-20,2025-01-07,0.4228,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A37:G37
ABEV3,B3-RI:297000f93f4d3fea4c3e1b9d386775b0,2025-03-17,2025-04-04,0.1276,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A38:G38
ABEV3,B3-RI:55b8ade03a7bf85e6ee516a7e9833041,2025-05-16,2025-07-07,0.128,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A39:G39
ABEV3,B3-RI:3d2c4df0ad86b1696f43d7a8ef74070c,2025-08-08,2025-10-06,0.1283,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A40:G40
ABEV3,B3-RI:cbde7aa8cc5645f9699f74c62d9ef708,2025-12-19,2025-12-30,0.4612,B3 CVM 23264 full paginated cash history + https://api.mziq.com/mzfilemanager/v2/d/c8182463-4b7e-408c-9d0f-42797662435e/24107927-8c3d-7046-8ae8-b2c677b4ed63?origin=2; source manifests in delivery; reconciliation 2026-09-07; Ambev S.A.!A41:G41
